YEAR,VEHICLE,PURCHASER,DATE,DEAL
13,CX9,TRADEREV,2/4/2020,99500
14,F150,TRADEREV,2/4/2020,99501
14,F150,TRADEREV,2/4/2020,99502
13,WRANGLER,TRADEREV,2/4/2020,99503
16,F150,TRADEREV,2/4/2020,99504
17,CRUZE,AUTO LEASING,2/6/2020,99521
19,NAVIGATOR,TRADEREV,1/31/2020,99523
17,F150,ADESA,1/29/2020,99563
18,F150,ADESA,2/5/2020,99562
18,F150,TRADEREV,1/28/2020,99570
17,F150,TRADEREV,2/7/2020,99579
17,F150,ADESA,2/14/2020,99647
17,F350,ADESA,2/14/2020,99643
13,F150,ADESA,2/14/2020,99639
17,F150,ADESA,2/14/2020,99640
18,F150,ADESA,2/14/2020,99648
17,F150,ADESA,2/14/2020,99641
17,F150,ADESA,2/14/2020,99644
17,F150,ADESA,2/14/2020,99646
17,F150,ADESA,2/14/2020,99645
17,F150,ADESA,2/14/2020,99642
8,CARAVAN,ALEXANDRIA,2/20/2020,99629
7,BMW X5,ALEXANDRIA,2/20/2020,99630
8,TL TYPE-S,ALEXANDRIA,2/20/2020,99631
9,LEXUS A25,ALEXANDRIA,2/20/2020,99632
16,EDGE,TURBOX,2/11/2020,99652
18,F150,MANHEIM,1/30/2020,
17,F150,MANHEIM,1/30/2020,
15,F150,MANHEIM,2/4/2020,
17,F150,MANHEIM,2/4/2020,
18,F150,MANHEIM,2/4/2020,
17,F150,MANHEIM,2/4/2020,
18,F150,MANHEIM,1/31/2020,
15,CARAVAN,MANHEIM,2/4/2020,
17,ESCAPE,MANHEIM,2/4/2020,
17,F150,MANHEIM,2/4/2020,
16,MKX,MANHEIM,2/4/2020,
9,S45,MANHEIM,2/7/2020,
18,F150,MANHEIM,2/7/2020,
18,F150,ADESA,2/21/2020,99761
18,F150,ADESA,2/21/2020,99760
17,F150,ADESA,2/21/2020,99770
16,F150,ADESA,2/21/2020,99769
17,F150,ADESA,2/21/2020,99768
17,F150,ADESA,2/21/2020,99767
17,F150,ADESA,2/21/2020,99674
17,F150,ADESA,2/21/2020,99860
18,F150,ADESA,2/21/2020,99766
18,F150,ADESA,2/21/2020,99765
17,F150,ADESA,2/21/2020,99762
4,F150,SOCKET SCRAP,8/19/2019,
11,SIERRA,ALEXANDRIA,2/16/2020,99806
17,CIVIC,TURBOX,2/14/2020,99819
14,QX60,TRADEREV,2/20/2020,99838
17,ALTIMA,TRADEREV,2/20/2020,99839
18,BMW I3,TRADEREV,2/20/2020,99840
16,4RUNNER,TRADEREV,2/20/2020,99841
11,RAV4,TRADEREV,2/13/2020,99842
15,COROLLA,TRADEREV,2/13/2020,99843
16,F150,TRADEREV,2/13/2020,99844
16,F150,PROGRESSIVE,2/24/2020,99858
17,F150,PROGRESSIVE,2/24/2020,99859
17,F150,PROGRESSIVE,2/24/2020,99861
17,F150,PROGRESSIVE,2/24/2020,99862
17,F150,PROGRESSIVE,2/24/2020,99863
18,F150,ADESA,2/28/2020,100084
16,F150,ADESA,2/28/2020,100090
18,F150,ADESA,2/28/2020,100085
17,F150,ADESA,2/28/2020,100087
17,F150,ADESA,2/28/2020,100086
17,F150,ADESA,2/28/2020,100083
17,F150,ADESA,2/28/2020,100091
17,F150,ADESA,2/28/2020,100088
16,EXPLORER,ADESA,2/28/2020,100089
17,EDGE,PRESTIGE,2/28/2020,100073
15,EDGE,PRESTIGE,2/28/2020,100072
15,F150,PRESTIGE,2/28/2020,100071
16,GL350,PRESTIGE,2/28/2020,100070
18,BMW X3,TURBOX,2/25/2020,100168
18,F150,ADESA,3/6/2020,100312
18,F150,ADESA,3/6/2020,100310
18,F150,ADESA,3/6/2020,100324
18,F150,ADESA,3/6/2020,100314
17,F150,ADESA,3/6/2020,100321
18,F150,ADESA,3/6/2020,100318
15,F150,ADESA,3/6/2020,100320
17,F150,ADESA,3/6/2020,100316
17,F150,ADESA,3/6/2020,100311
17,F150,ADESA,3/6/2020,100322
15,F150,ADESA,3/6/2020,100313
17,F150,ADESA,3/6/2020,100323
16,F150,ADESA,3/6/2020,100315
17,F150,ADESA,3/6/2020,100317
17,F150,ADESA,3/6/2020,100319
18,F150,ADESA,3/2/2020,100325
9,ML3,ONT CAR STORE,3/4/2020,100215
8,MUSTANG,ALEXANDRIA,3/9/2020,100469
15,SENTRA,ALEXANDRIA,3/9/2020,100470
15,TIGUAN,ALEXANDRIA,3/9/2020,100471
10,MALIBU,ALEXANDRIA,3/9/2020,100472
11,VOLVO C30,ALEXANDRIA,3/9/2020,100473
11,ESCAPE,TRADEREV,3/5/2020,100530
12,FOCUS,TRADEREV,2/27/2020,100531
15,F150,TRADEREV,3/2/2020,100532
18,EDGE,TRADEREV,2/28/2020,100533
8,F150,TRADEREV,3/2/2020,100534
13,F150,TRADEREV,3/5/2020,100535
12,EXPEDITION,TRADEREV,3/5/2020,100536
12,ESCAPE,TRADEREV,3/5/2020,100537
13,TRAX,TRADEREV,3/2/2020,100538
18,F150,ADESA,3/13/2020,100541
18,F150,ADESA,3/13/2020,100551
18,F150,ADESA,3/13/2020,100546
16,MKX,ADESA,3/13/2020,100716
17,F150,ADESA,3/13/2020,100540
17,F150,ADESA,3/13/2020,100543
17,F150,ADESA,3/13/2020,100552
16,F150,ADESA,3/13/2020,100539
18,F150,ADESA,3/13/2020,100547
18,F150,ADESA,3/13/2020,100544
17,F150,ADESA,3/13/2020,100550
17,F150,ADESA,3/13/2020,100548
17,F150,ADESA,3/13/2020,100549
16,F150,ADESA,3/13/2020,100545
17,F150,ADESA,3/13/2020,100542
18,F150,ADESA,3/9/2020,100553
19,F150,ADESA,3/11/2020,100554
13,EDGE,AUTO LEASING,3/9/2020,
18,CAMRY,AUTO LEASING,3/9/2020,
17,F150,PROGRESSIVE,2/13/2020,100629
17,F150,PROGRESSIVE,3/13/2020,100630
17,F150,PROGRESSIVE,3/13/2020,100631
18,F150,PROGRESSIVE,3/13/2020,100632
16,F150,PROGRESSIVE,3/13/2020,100633
16,EXPLORER,PROGRESSIVE,3/13/2020,100634
17,F150,PROGRESSIVE,3/13/2010,100635
18,F150,PROGRESSIVE,3/13/2020,100636
18,SIENNA,PRESTIGE,3/23/2020,101016
18,CX5,PRESTIGE,3/23/2020,101015
9,BMW 335I,PRESTIGE,3/23/2020,101014
17,F150,PRESTIGE,3/23/2020,101013
17,F150,ADESA,3/11/2020,101019
3,ELEMENT,ALEXANDRIA,3/23/2020,101071
6,DAKOTA,ALEXANDRIA,3/23/2020,101072
13,JOURNEY,ALEXANDRIA,3/23/2020,101073
11,TUCSON,ALEXANDRIA,3/23/2020,101074
12,M35,ALEXANDRIA,3/23/2020,101075
13,JOURNEY,ALEXANDRIA,3/23/2020,101076
10,YARIS,ALEXANDRIA,3/23/2020,101077
14,F350,ALEXANDRIA,3/23/2020,101078
18,ELANTRA,PRESTIGE,,101079
15,F350,PROGRESSIVE,,100870
17,F150,PROGRESSIVE,,100869
17,F150,PROGRESSIVE,,100867
17,F150,PROGRESSIVE,,100866
18,F150,PROGRESSIVE,,100865
17,F150,PROGRESSIVE,,100864
18,F150,PROGRESSIVE,,100956
18,F150,PROGRESSIVE,,100957
17,F150,PROGRESSIVE,,100955
18,F150,PROGRESSIVE,,100954
17,F150,PROGRESSIVE,,100871
18,F150,PROGRESSIVE,,100959
17,F150,PROGRESSIVE,,100958
13,F150,WARRANTY AUTO,6/17/2020,101080
13,EDGE,AUTO LEASING,3/9/2020,101081
18,CAMRY,AUTO LEASING,3/9/2020,101082
17,MKC,TRADEREV,3/12/2020,101084
11,EDGE,TRADEREV,3/12/2020,101085
16,FLEX,TRADEREV,3/12/2020,101086
14,JOURNEY,TRADEREV,3/5/2020,101088
18,RX350,TRADEREV,2/20/2020,101089
14,EXPEDITION,WINFOOZ,3/13/2020,101087
17,F150,AUTO LEASING,,101098
17,F150,AUTO LEASING,,101097
18,F150,AUTO LEASING,,101096
15,F150,AUTO LEASING,,101095
16,F150,AUTO LEASING,,101094
18,F150,AUTO LEASING,,101093
18,F150,AUTO LEASING,,101092
18,F150,AUTO LEASING,,101091
18,F150,MEDWAY IMPORTS,,101811
16,F150,MEDWAY IMPORTS,,101810
18,F150,MEDWAY IMPORTS,,101809
18,F150,MEDWAY IMPORTS,,101808
19,NAUTILUS,MEDWAY IMPORTS,,101807
19,MKC,MEDWAY IMPORTS,,101806
19,NAUTILUS,MEDWAY IMPORTS,,101805
17,F150,MEDWAY IMPORTS,,101804
17,F150,MEDWAY IMPORTS,,101803
17,F150,MEDWAY IMPORTS,,101802
18,F150,MEDWAY IMPORTS,,101801
17,F150,MEDWAY IMPORTS,,101800
17,F150,MEDWAY IMPORTS,,101799
13,LR EVOGUE,TRADEREV,5/11/2020,101847
14,SIERRA,TRADEREV,5/11/2020,101846
17,F150,TRADEREV,5/16/2020,101845
18,F150,TRADEREV,5/15/2020,101844
17,F150,TRADEREV,5/14/2020,101843
16,F150,TRADEREV,5/14/2020,101842
18,F150,TRADEREV,5/14/2020,101841
12,ESCAPE,AUTO LEASING,5/12/2020,101909
11,ESCAPE,AUTO LEASING,5/12/2020,101908
8,E450,SOCKET SCRAP,3/18/2020,
7,ECONO CARGO,SOCKET SCRAP,3/18/2020,
9,PILOT,SOCKET SCRAP,3/18/2020,
7,MALIBU,SOCKET SCRAP,3/18/2020,
5,BMW X5,SOCKET SCRAP,3/18/2020,
13,F150,SOCKET SCRAP,3/18/2020,
17,F150,TRADEREV,5/22/2020,101910
16,F150,TRADEREV,5/22/2020,101911
18,F150,TRADEREV,5/22/2020,101912
14,F150,MEDWAY IMPORTS,,101923
17,F150,MEDWAY IMPORTS,,101922
16,F150,MEDWAY IMPORTS,,101921
16,F150,MEDWAY IMPORTS,,101920
17,F150,MEDWAY IMPORTS,,101919
16,MUSTANG,MEDWAY IMPORTS,,101918
19,EXPEDITION,EAST METRO,,101917
17,MUSTANG,MEDWAY IMPORTS,,101942
18,F150,MEDWAY IMPORTS,,101960
16,F150,MEDWAY IMPORTS,,101961
17,F150,PRESTIGE,5/29/2020,102008
17,F150,PRESTIGE,5/29/2020,102009
18,F150,PRESTIGE,5/29/2020,102010
16,F150,PRESTIGE,5/29/2020,102011
17,F150,PRESTIGE,5/29/2020,102012
18,F150,PROGRESSIVE,5/29/2020,102041
17,ESCAPE,PROGRESSIVE,5/29/2020,102042
17,F150,PROGRESSIVE,5/29/2020,102043
18,F150,PROGRESSIVE,5/29/2020,102044
15,F150,EZEE WHEELS,,102049
17,F150,EZEE WHEELS,,102050
13,AUDI S6,ALEXANDRIA,5/27/2020,102107
11,COOPER,ALEXANDRIA,5/27/2020,102108
6,RIDGELINE,ALEXANDRIA,5/27/2020,102109
12,AUDI Q5,CAR CONNECTION,6/1/2020,102115
7,TORRENT,ALEXANDRIA,6/1/2020,102136
14,SIERRA,ALEXANDRIA,6/1/2020,102137
19,F150,MEDWAY IMPORTS,,102138
17,F150,MEDWAY IMPORTS,,102139
17,ESCAPE,AUTO LEASING,6/3/2020,102142
16,FLEX,AUTO LEASING,6/3/2020,102143
14,FOCUS,AUTO LEASING,6/3/2020,102144
14,F150,AUTO LEASING,6/3/2020,102145
11,FUSION,AUTO LEASING,6/3/2020,102146
13,CARAVAN,AUTO LEASING,6/3/2020,102147
17,F150,PROGRESSIVE,,102169
17,F150,PROGRESSIVE,,102170
17,EXPLORER,PROGRESSIVE,,102171
18,F150,PROGRESSIVE,,102172
17,F150,ADESA,6/5/2020,102195
17,F150,ADESA,6/5/2020,102205
17,F150,ADESA,6/5/2020,102204
17,F150,ADESA,6/5/2020,102193
17,F150,ADESA,6/5/2020,102198
15,F150,ADESA,6/5/2020,102194
17,F150,ADESA,6/5/2020,102197
18,F150,ADESA,6/5/2020,102196
18,F150,ADESA,6/5/2020,102202
18,F150,ADESA,6/5/2020,102200
18,F150,ADESA,6/5/2020,102199
18,F150,ADESA,6/5/2020,102201
19,F150,ADESA,6/5/2020,102203
13,ELANTRA,ONT CAR STORE,6/6/2020,102300
16,SIERRA,AUTO LEASING,,102304
9,RDX,AUTO LEASING,5/8/2020,102305
11,FUSION,AUTO LEASING,5/8/2020,102307
14,JETTA,AUTO LEASING,,102308
15,MKT,AUTO LEASING,5/21/2020,102309
9,LANCER,AUTO LEASING,,102310
15,PROMASTER,AUTO LEASING,,102311
14,TIGUAN,AUTO LEASING,,102312
9,ESCAPE,AUTO LEASING,,102313
18,F150,AUTO LEASING,,102314
18,SIERRA,AUTO LEASING,,102315
14,F150,AUTO LEASING,,102334
16,LR DISCOVERY,AUTO LEASING,,102333
18,F150,MEDWAY IMPORTS,,102052
18,F150,MEDWAY IMPORTS,,102389
19,WRANGLER,MEDWAY IMPORTS,,102390
17,F150,MEDWAY IMPORTS,,102391
18,F150,MEDWAY IMPORTS,,102392
17,F150,MEDWAY IMPORTS,,102393
9,SAVANNA,AUTO LEASING,5/21/2020,102410
15,RAM,AUTO LEASING,5/8/2020,102412
9,JOURNEY,ALEXANDRIA,6/8/2020,102397
12,FOCUS,ALEXANDRIA,6/8/2020,102398
7,A3,ALEXANDRIA,6/8/2020,102399
9,ACCORD,ALEXANDRIA,6/8/2020,102400
11,ESCAPE,ALEXANDRIA,6/8/2020,102401
7,ENTOURAGE,ALEXANDRIA,6/8/2020,102402
10,EDGE,ALEXANDRIA,6/8/2020,102403
9,CARAVAN,ALEXANDRIA,6/8/2020,102404
11,EDGE,TRADEREV,6/8/2020,102421
11,IMPREZA,TRADEREV,6/8/2020,102422
10,F150,TRADEREV,6/8/2020,102423
16,FUSION,TRADEREV,6/8/2020,102424
16,EDGE,TRADEREV,6/8/2020,102425
15,EDGE,TRADEREV,6/8/2020,102426
11,LANCER,TRADEREV,6/8/2020,102427
16,SPARK,TRADEREV,6/8/2020,102429
11,ESCAPE,TRADEREV,6/8/2020,102430
12,EXPLORER,TRADEREV,6/8/2020,102432
12,ECONOLINE,TRADEREV,6/8/2020,102433
17,F150,ADESA,6/12/2020,102465
17,F150,ADESA,6/12/2020,102470
17,F150,ADESA,6/12/2020,102473
17,F150,ADESA,6/12/2020,102468
17,F150,ADESA,6/12/2020,102467
16,F150,ADESA,6/12/2020,102466
18,F150,ADESA,6/12/2020,102472
18,F150,ADESA,6/12/2020,102475
18,F150,ADESA,6/12/2020,102474
18,F150,ADESA,6/12/2020,102469
18,F150,ADESA,6/12/2020,102471
8,F550,AUTO CONNECT,,
17,EDGE,TRADEREV,6/12/2020,102529
14,428I,TRADEREV,6/12/2020,102530
16,F150,TRADEREV,6/12/2020,102531
17,FUSION,TRADEREV,6/12/2020,102532
16,ESCAPE,TRADEREV,6/12/2020,102533
16,MKC,TRADEREV,6/12/2020,102534
12,GENESIS,TRADEREV,6/12/2020,102535
5,MUSTANG,TRADEREV,6/12/2020,102536
15,ACCORD,TRADEREV,6/12/2020,102537
16,EXPLORER,TRADEREV,6/12/2020,102538
8,MAZDA 3,TRADEREV,6/12/2020,102539
6,ISUZU CUBE,AUTO LEASING,6/15/2020,96877
14,F150,AUTO LEASING,6/15/2020,102571
17,F150,ADESA,6/19/2020,102632
17,F150,ADESA,6/19/2020,102627
15,F150,ADESA,6/19/2020,102635
15,F150,ADESA,6/19/2020,102634
15,F150,ADESA,6/19/2020,102631
16,F150,ADESA,6/19/2020,102637
15,F150,ADESA,6/19/2020,102630
17,F150,ADESA,6/19/2020,102633
17,F150,ADESA,6/19/2020,102636
17,F150,ADESA,6/19/2020,102638
17,F150,ADESA,6/19/2020,102629
17,F150,ADESA,6/19/2020,102639
18,F150,ADESA,6/19/2020,102626
18,F150,ADESA,6/19/2020,102628
18,F150,DURHAM KIA,6/18/2020,102325
18,F150,PROGRESSIVE,,102671
17,F150,PROGRESSIVE,,102672
15,CMAX HYBRID,TRADEREV,6/16/2020,102674
14,FUSION,TRADEREV,6/17/2020,102675
10,JOURNEY,TRADEREV,6/17/2020,102676
7,SUZUKI VITARA,TRADEREV,6/17/2020,102677
13,TITAN,TRADEREV,6/17/2020,102678
15,ESCAPE,TRADEREV,6/17/2020,102679
18,F150,AUTO CONNECT,6/19/2020,102717
18,F150,MEDWAY IMPORTS,,102797
18,F150,MEDWAY IMPORTS,,102798
17,F150,MEDWAY IMPORTS,,102799
11,COMPASS,ALEXANDRIA,6/23/2020,102821
7,MAZDA 3,ALEXANDRIA,6/23/2020,102822
14,RAM 1500,ALEXANDRIA,6/23/2020,102823
15,FORTE,ALEXANDRIA,6/23/2020,102824
9,C300,ALEXANDRIA,6/23/2020,102825
7,DTS,ALEXANDRIA,6/23/2020,102826
16,RAM 1500,TRADEREV,6/23/2020,102856
17,ESCAPE,TRADEREV,6/23/2020,102857
14,300,TRADEREV,6/23/2020,102858
17,CARAVAN,TRADEREV,6/23/2020,102859
10,GOLF GTI,TRADEREV,6/23/2020,102860
8,BMW 335I,TRADEREV,6/23/2020,102861
16,ESCAPE,TRADEREV,6/23/2020,102863
16,CARAVAN,TRADEREV,6/23/2020,102864
10,EDGE,ALEXANDRIA,,102882
8,A4,ALEXANDRIA,,102883
17,F150,ADESA,6/26/2020,102906
17,F150,ADESA,6/26/2020,102913
17,F150,ADESA,6/26/2020,102911
15,F150,ADESA,6/26/2020,102916
17,F150,ADESA,6/26/2020,102910
16,F150,ADESA,6/26/2020,102915
17,F150,ADESA,6/26/2020,102912
16,F150,ADESA,6/26/2020,102905
17,F150,ADESA,6/26/2020,102914
14,MKX,ADESA,6/26/2020,102917
18,F150,ADESA,6/26/2020,102909
18,F150,ADESA,6/26/2020,102908
18,F150,ADESA,6/26/2020,102907
17,MKZ,MANHEIM,,
16,PATHFINDER,MANHEIM,,
17,F150,MANHEIM,,
18,F150,MANHEIM,,
6,MDX,ALEXANDRIA,,103153
13,FUSION,ALEXANDRIA,,103154
11,EXPLORER,AUTO LEASING,6/25/2020,103149
15,MUSTANG,AUTO LEASING,7/3/2020,103150
17,RAM 1500,AUTO LEASING,7/3/2020,103151
16,ESCAPE,AUTO LEASING,7/3/2020,103152
11,NAVIGATOR,TRADEREV,6/29/2020,103157
7,FUSION,TRADEREV,6/30/2020,103158
17,MALIBU,TRADEREV,6/29/2020,103159
15,EDGE,TRADEREV,6/29/2020,103160
9,TORRENT,TRADEREV,6/29/2020,103161
6,MAZDA 3,TRADEREV,6/29/2020,103162
14,BMW 328I,TRADEREV,6/29/2020,103163
13,EDGE,TRADEREV,6/29/2020,103164
15,EDGE,PRESTIGE,7/3/2020,103177
13,J35,PRESTIGE,8/3/2020,103178
19,JETTA,PRESTIGE,9/3/2020,103179
18,F150,PRESTIGE,10/3/2020,102962
10,COLORADO,PRESTIGE,11/3/2020,102964
12,R35,PRESTIGE,12/3/2020,102961
18,CIVIC,PRESTIGE,13-3-20,102963
19,RAM 1500,AUTO LEASING,7/6/2020,103254
14,EDGE,TRADEREV,7/7/2020,103307
17,ESCAPE,TRADEREV,7/7/2020,103308
15,ESCAPE,TRADEREV,7/7/2020,103309
15,300C,TRADEREV,7/7/2020,103310
8,MAZDA 3,TRADEREV,7/4/2020,103311
12,X1,TRADEREV,7/4/2020,103312
17,ESCAPE,TRADEREV,7/4/2020,103313
16,MKZ,TRADEREV,7/4/2020,103314
10,MKX,TRADEREV,7/4/2020,103315
14,EDGE,TRADEREV,7/4/2020,103317
18,F150,MEDWAY IMPORTS,,103350
17,F150,MEDWAY IMPORTS,,103351
18,F150,MEDWAY IMPORTS,,103352
18,F150,MEDWAY IMPORTS,,103353
19,F150,MEDWAY IMPORTS,,103554
17,EXPLORER,ADESA,7/10/2020,103364
17,F150,ADESA,7/10/2020,103370
17,F150,ADESA,7/10/2020,103360
17,F150,ADESA,7/10/2020,103372
18,F150,ADESA,7/10/2020,103366
16,F150,ADESA,7/10/2020,103365
18,F150,ADESA,7/10/2020,103362
16,F150,ADESA,7/10/2020,103363
18,F150,ADESA,7/10/2020,103368
18,F150,ADESA,7/10/2020,103371
18,F150,ADESA,7/10/2020,103361
17,F150,ADESA,7/10/2020,103369
17,F150,ADESA,7/10/2020,103373
19,F150,ADESA,7/10/2020,103367
18,F150,PRESTIGE,7/8/2020,103386
17,ESCAPE,PRESTIGE,7/8/2020,103387
18,CIVIC,PRESTIGE,7/8/2020,103388
11,RANGER,MEEROAUTO,,103393
11,RANGER,MEEROAUTO,7/8/2020,103394
10,RANGER,MEEROAUTO,,103395
12,TRANSIT,MEEROAUTO,7/8/2020,103396
13,ACURA TL,ALEXANDRIA,7/10/2020,103467
15,FIESTA,ALEXANDRIA,7/10/2020,103468
8,SPORTAGE,ALEXANDRIA,7/10/2020,103469
9,F150,ALEXANDRIA,7/10/2020,103470
9,CARAVAN,ALEXANDRIA,7/10/2020,103471
11,MKX,ALEXANDRIA,7/10/2020,103472
13,EDGE,TRADEREV,7/8/2020,103480
11,ACADIA,TRADEREV,7/8/2020,103481
13,EDGE,TRADEREV,7/8/2020,103482
16,PATRIOT,AUTO LEASING,7/9/2020,103408
14,EXPLORER,AUTO LEASING,7/9/2020,103405
11,EDGE,AUTO LEASING,7/9/2020,103407
17,RAM 1500,AUTO LEASING,7/9/2020,103406
11,MUSTANG,AUTO LEASING,7/9/2020,103404
16,EXPLORER,AUTO LEASING,7/9/2020,103412
15,EDGE,TRADEREV,7/11/2020,103540
16,CRV,TRADEREV,7/11/2020,103541
12,EQUINOX,ALEXANDRIA,7/14/2020,103571
17,F150,MEDWAY IMPORTS,,103610
18,F150,MEDWAY IMPORTS,,103611
18,F150,MEDWAY IMPORTS,,103612
17,F150,MEDWAY IMPORTS,,103613
16,F150,MEDWAY IMPORTS,,103614
17,ESCAPE,TRADEREV,7/14/2020,103643
11,BMW 328I,TRADEREV,7/14/2020,103644
14,FOCUS,TRADEREV,7/14/2020,103645
16,ROGUE,TRADEREV,7/14/2020,103646
17,CHALLENGER,TRADEREV,7/14/2020,103647
17,F150,ADESA,7/17/2020,103668
17,F150,ADESA,7/17/2020,103669
17,F150,ADESA,7/17/2020,103670
18,F150,ADESA,7/17/2020,103671
17,F150,ADESA,7/17/2020,103673
17,F150,ADESA,7/17/2020,103674
18,F150,ADESA,7/17/2020,103676
17,F150,ADESA,7/17/2020,103677
17,F150,ADESA,7/17/2020,103678
19,F150,ADESA,7/17/2020,103672
18,F150,ADESA,7/17/2020,103675
18,EXPEDITION,TRADEREV,7/15/2020,103727
18,F150,MEDWAY IMPORTS,,103781
18,F150,MEDWAY IMPORTS,,103782
18,F150,MEDWAY IMPORTS,,103783
19,F150,MEDWAY IMPORTS,,103784
18,F150,MEDWAY IMPORTS,,103785
3,CORVETTE,TRADEREV,7/18/2020,103812
17,ESCAPE,TRADEREV,7/18/2020,103813
15,MURANO,TRADEREV,7/18/2020,103814
15,TIGUAN,TRADEREV,7/18/2020,103815
16,ELANTRA,TRADEREV,7/18/2020,103816
13,F150,AUTO LEASING,7/22/2020,103819
17,F150,AUTO LEASING,7/27/2020,103409
11,F150,AUTO LEASING,7/27/2020,103820
13,F150,AUTO LEASING,7/27/2020,103821
13,F350,AUTO LEASING,7/22/2020,103822
7,F150,AUTO LEASING,7/22/2020,103823
11,F150,AUTO LEASING,7/27/2020,103824
11,F150,AUTO LEASING,7/27/2020,103825
7,ESCALADE,AUTO LEASING,7/22/2020,103826
14,RAM 1500,AUTO LEASING,7/22/2020,103828
15,FUSION,AUTO LEASING,7/22/2020,103829
13,FORTE,ALEXANDRIA,7/23/2020,103831
10,VERACRUZ,ALEXANDRIA,7/23/2020,103832
12,ROGUE,ALEXANDRIA,7/23/2020,103913
17,FUSION,ALEXANDRIA,,103914
16,ESCAPE,ADESA,7/24/2020,103935
17,F150,ADESA,7/24/2020,103937
17,F150,ADESA,7/24/2020,103941
18,F150,ADESA,7/24/2020,103933
18,F150,ADESA,7/24/2020,103939
17,F150,ADESA,7/24/2020,103929
15,FLEX,ADESA,7/24/2020,103936
18,F150,ADESA,7/24/2020,103943
19,F150,ADESA,7/24/2020,103940
18,F150,ADESA,7/24/2020,103930
19,F150,ADESA,7/24/2020,103931
19,F150,ADESA,7/24/2020,103938
17,F150,ADESA,7/24/2020,103942
17,F150,ADESA,7/24/2020,103934
18,F150,ADESA,7/24/2020,103932
19,NAVIGATOR,TRADEREV,7/22/2020,103989
18,ELANTRA,TRADEREV,7/22/2020,103990
17,RAV 4,TRADEREV,7/22/2020,103991
15,OPTIMA,TRADEREV,7/22/2020,103992
14,ECONOLINE,TRADEREV,7/22/2020,103993
11,RANGE ROVER,TRADEREV,7/22/2020,103994
16,SENTRA,TRADEREV,7/22/2020,103995
12,F150,TRADEREV,7/22/2020,103996
13,F150,TRADEREV,7/22/2020,103997
16,F350,AUTO LEASING,8/5/2020,104068
10,F150,TRADEREV,7/25/2020,104180
13,ESCAPE,TRADEREV,7/25/2020,104181
15,EXPLORER,TRADEREV,7/25/2020,104182
16,F150,TRADEREV,7/25/2020,104183
13,EDGE,TRADEREV,7/25/2020,104184
11,CRUZE,TRADEREV,7/25/2020,104185
15,SORENTO,TRADEREV,7/28/2020,104186
17,EXPLORER,TRADEREV,7/28/2020,104187
17,FUSION,TRADEREV,7/28/2020,104188
16,ESCAPE,TRADEREV,7/28/2020,104189
15,FOCUS,TRADEREV,7/28/2020,104190
18,F150,ADESA,7/31/2020,104196
18,F150,ADESA,7/31/2020,104193
17,F150,ADESA,7/31/2020,104197
18,T250,ADESA,7/31/2020,104195
19,F150,ADESA,7/31/2020,104199
19,F180,ADESA,7/31/2020,104198
18,F150,ADESA,7/31/2020,104194
18,F150,ADESA,7/31/2020,104192
19,F150,ADESA,7/31/2020,104200
19,F150,ADESA,7/31/2020,104191
11,F150,MEEROAUTO,7/28/2020,104108
12,MKZ,MEEROAUTO,7/28/2020,103395
7,MKX,MEEROAUTO,7/28/2020,104105
9,ESCAPE,MEEROAUTO,7/28/2020,103393
10,TRANSIT,MEEROAUTO,7/28/2020,104106
6,F250,MEEROAUTO,7/28/2020,104107
17,F150,MANHEIM,7/17/2020,
15,ESCAPE,MANHEIM,6/12/2020,
18,F150,ADESA,8/7/2020,104340
18,F150,ADESA,8/7/2020,104341
18,F150,ADESA,8/7/2020,104344
18,F150,ADESA,8/7/2020,104343
17,F150,ADESA,8/7/2020,104351
18,F150,ADESA,8/7/2020,104353
17,F150,ADESA,8/7/2020,104346
16,F150,ADESA,8/7/2020,104345
18,F150,ADESA,8/7/2020,104352
18,F150,ADESA,8/7/2020,104350
18,F150,ADESA,8/7/2020,104348
18,F150,ADESA,8/7/2020,104349
18,F150,ADESA,8/7/2020,104342
13,FOCUS,TRADEREV,8/5/2020,104436
14,F150,TRADEREV,8/5/2020,104437
17,CIVIC,TRADEREV,7/31/2020,104438
19,NAVIGATOR,TRADEREV,7/31/2020,104439
13,ESCAPE,TRADEREV,7/31/2020,104440
9,EXPLORER,TRADEREV,7/31/2020,104441
18,F150,TRADEREV,7/28/2020,104442
13,EDGE,ALEXANDRIA,8/10/2020,104448
12,F250,ALEXANDRIA,8/10/2020,104444
10,F150,ALEXANDRIA,8/10/2020,104443
13,F150,ALEXANDRIA,8/10/2020,104449
11,MKX,ALEXANDRIA,8/10/2020,104445
10,F150,ALEXANDRIA,8/10/2020,104446
16,F150,ADESA,8/14/2020,104664
16,F150,ADESA,8/14/2020,104660
17,F150,ADESA,8/14/2020,104675
17,F150,ADESA,8/14/2020,104669
17,F150,ADESA,8/14/2020,104676
17,F150,ADESA,8/14/2020,104673
17,F150,ADESA,8/14/2020,104667
18,F150,ADESA,8/14/2020,104674
17,F150,ADESA,8/14/2020,104670
17,F150,ADESA,8/14/2020,104658
17,F150,ADESA,8/14/2020,104659
16,F150,ADESA,8/14/2020,104668
18,F150,ADESA,8/14/2020,104665
17,F150,ADESA,8/14/2020,104663
16,TRANSIT,ADESA,8/14/2020,104672
18,F150,ADESA,8/14/2020,104662
